timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", node=""10.200.66.205"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", node=""10.200.66.205"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", node=""10.200.66.205"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"",metrics_path=""/metrics/cadvisor""} [1m]) * 100","(1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_code=~""Unknown|OK"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",biz_code=""6000"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or vector(0))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m])))*100","sum(rate(std_requests_total{job=""be/yid"",code=~""2.."",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt""}[1m]))","sum(rate(std_requests_total{job=""be/yid"",code=~""4.."",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", grpc_code=""OK""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", grpc_code=""Unknown""}[1m]))","1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",environment=""rc"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_code=~""Unknown|OK""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"",instance=""{1}"",grpc_code!~""Unknown|OK""}[1m]))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""{2}"",environment=""rc""}[1m])) or vector(1)","1- ((sum(increase(std_requests_total{job=""be/yid"",code=""200"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", bizcode=""6000""}[1m]) or increase(std_requests_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",code=~""5..""}[1m]))  or  vector(0)) /  sum(increase(std_requests_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",environment=""rc""}[1m])))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""OK"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"" ,grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""Unknown"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))","sum(rate(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources"", grpc_code=""OK""}[1m]))"
1698824400,283,2873916.8,2487576.8,2873916.8,8.421374846665357,21.28888876332591,100,0.03336948360724117,0.20021690164344708,2791.0236089096516,0,1,0.8571428571428572,0.10010845082172354,0,1.2847251188787854
1698824520,257.7265625,5262813.066666666,4793707.466666667,5262813.066666666,12.284846397778892,6.073957526677987,100,0,0.18167284354334715,2535.836382174774,0,1,1,0.2998860433035447,0,1.1395669645534698
1698824640,262.3515625,4259644,3979990.1333333333,4259644,10.641912782221981,18.674982353356125,100,0,0.21825324651704198,3050.0891200756614,0,1,1,0.27281655814630246,0,1.182205085300644
1698824760,279.52734375,5201864.533333333,4849533.6,5201864.533333333,11.565093117777804,17.93504399669473,100,0.036341170912526796,0.181705854562634,2534.7966711487443,0,1,0.8333333333333334,0.14536468365010718,0,1.0720645419195407
1698824880,256.87109375,3735211.7333333334,3512178.6666666665,3735211.7333333334,11.444726717777991,15.475541763347186,100,0.05454545454545454,0.2,2778.5454545454545,0,1,0.7857142857142857,0.23636363636363633,0,1.2727272727272727
1698825000,241.73046875,4403773.066666666,4377259.466666667,4403773.066666666,10.582459293333764,19.731617256669175,100,0.018179834927098862,0.21815801912518634,5223.793767952588,0,1,0.9230769230769231,0.27269752390648294,0,0.7090135621568556
1698825120,235.8359375,5743390.133333334,5458777.866666666,5743390.133333334,15.796849377778319,17.99898856668733,100,0,0.19992366550953272,5122.044310354228,0,1,1,0.2726231802402719,0,0.6542956325766525
1698825240,230.66015625,5381601.333333333,5251355.2,5381601.333333333,11.868348431109755,15.048222860010963,100,0,0.22010565071234192,5673.92348327197,0,1,1,0.24011525532255482,0,0.7203457659676644
1698825360,231.421875,4284374.4,4226202.4,4284374.4,11.981576026666719,20.654061696647354,100,0.054542479501118124,0.1999890915040998,5111.72117884479,0,1,0.7857142857142857,0.25453157100521795,0,0.6545097540134175
1698825480,232.25390625,4721429.066666666,4471448,4721429.066666666,13.267600968889989,17.454074233343515,100,0.03995125946345458,0.1997562973172729,5138.131479594895,0,1,0.8333333333333333,0.17978066758554562,0,0.6591957811470006
1698825600,230.91015625,5628020.533333333,5377772,5628020.533333333,11.694487431110852,22.808410029974766,100,0,0.20040414836587114,5133.352260391791,0,1,1,0.11690241988009151,0,0.6513134821890814
1698825720,232.796875,4328272.533333333,4286868.8,4328272.533333333,20.386659148890534,23.475057253332732,100,0,0.21728593157164586,5519.731234016948,0,1,1,0.2005716291430577,0,0.7187150044292901
1698825840,240.18359375,4629197.6,4499843.733333333,4629197.6,16.03487580000041,21.139747336662065,100,0.033390096497378875,0.21703562723296266,5554.4425523389755,0,1,0.8666666666666667,0.18364553073558382,0,0.7011920264449564
1698825960,231.34375,4691806.933333334,4650481.333333333,4691806.933333334,10.423392586667939,23.837040509970393,100,0.06008291442190223,0.20027638140634074,5087.821193246679,0,1,0.7692307692307692,0.04005527628126815,0,0.6408844205002904
1698826080,230.44140625,3713094.6666666665,3480453.3333333335,3713094.6666666665,21.340931311111085,18.76751171662666,100,0,0.19937794082462718,5129.595661536007,0,1,1,0,0,0.6579472047212696
1698826200,232.7265625,3695264,3525692.533333333,3695264,13.271766493332205,20.26228647000001,100,0,0.1998619135869763,5131.363785021259,0,1,1,0.1271848541008031,0,0.6540935353755588
1698826320,231.20703125,4286545.066666666,4225938.933333334,4286545.066666666,13.28559921333282,9.771013536665123,100,0.059894585529468136,0.19964861843156045,5141.351221849545,0,1,0.7692307692307693,0.1397540329020923,0,0.6788053026673055
1698826440,243.578125,5300344.8,5074217.066666666,5300344.8,8.495667902223229,24.063956580018083,100,0.03347728566167855,0.20086371397007127,5175.253590438886,0,1,0.8571428571428572,0.18412507113923204,0,0.669545713233571
1698826560,230.87890625,4502872.533333333,4262512.8,4502872.533333333,17.63868451333312,13.915699976641918,100,0,0.21885828925770567,5613.71511946015,0,1,1,0.16414371694327923,0,0.7295276308590188
1698826680,229.72265625,5094662.933333334,4949297.6,5094662.933333334,18.267202064445073,22.126952719991095,100,0,0.2002548698343346,5109.776078645548,0,1,1,0.2548698343346077,0,0.655379574003277
1698826800,233.74609375,4429879.2,4199811.2,4429879.2,14.688540188890329,12.477872973346772,100,0.050060907437382146,0.20024362974952858,5160.278338645352,0,1,0.8,0.2336175680411167,0,0.650791796685968
1698826920,239.40234375,3061417.6,2957852.533333333,3061417.6,14.325627237778665,21.974658879965624,100,0.033501959864652084,0.2010117591879125,5089.6177426379445,0,1,0.8571428571428572,0.18426077925558645,0,0.6700391972930416
1698827040,244.2890625,2345263.2,2260021.8666666667,2345263.2,9.98483687111123,20.373467379977228,100,0,0.19903018021278135,5130.63617283057,0,1,1,0.2714047911992473,0,0.6513714988781936
1698827160,232.06640625,5270282.4,4973050.933333334,5270282.4,13.581044775556721,20.684772383295545,100,0,0.19998800071995682,5159.690418574886,0,1,1,0.2599844009359439,0,0.6399616023038618
1698827280,236.12890625,4785097.333333333,4683243.2,4785097.333333333,17.15097052222215,23.85353060667209,100,0.03637487950821163,0.200061837295164,5114.671807649637,0,1,0.8461538461538461,0.14549951803284653,0,0.6547478311478093
1698827400,244.0390625,4705062.133333334,4420658.666666667,4705062.133333334,15.323651055554768,25.05218093666675,100,0.05456926658905704,0.2000873108265425,5178.623399301512,0,1,0.7857142857142857,0.2000873108265425,0,0.6548311990686845
1698827520,253.078125,5224224.533333333,5123597.066666666,5224224.533333333,14.370979824444577,21.751862769985262,100,0,0.17473999881817642,4488.488102976225,0,1,1,0.09707777712120912,0,0.5824666627272548
