timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650497566,0.0,0.0038859685,0.0,0.0035448670387268066,0.0035442709922790527,5575.5,892.0
1650497567,0.0,0.0038859685,0.0,0.0035448670387268066,0.0035442709922790527,5575.5,892.0
1650497568,0.0,0.001788809,0.0,0.0035448670387268066,0.0035442709922790527,7859.0,1762.0
1650497569,0.0,0.001582251,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497570,0.0,0.001582251,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497571,0.0,0.000625431,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497572,0.0,0.000625431,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497573,0.0,0.000732209,0.0,0.0035448670387268066,0.0035442709922790527,126.0,63.0
1650497574,0.0,0.0017997,0.0,0.0035448670387268066,0.0035442709922790527,385.0,190.0
1650497575,0.0,0.0017997,0.0,0.0035448670387268066,0.0035442709922790527,385.0,190.0
1650497576,0.0,0.000721317,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497577,0.01,0.001134255,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497578,0.0,0.001330032,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497579,0.0,0.001330032,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497580,0.0,0.0007768035,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497581,0.0,0.001055899,0.01,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497582,0.0,0.001055899,0.01,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497583,0.0,0.0007386395,0.0,0.0035448670387268066,0.0035442709922790527,192.5,95.0
1650497584,0.0,0.0007386395,0.0,0.0035448670387268066,0.0035442709922790527,192.5,95.0
1650497585,0.0,0.000794707,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497586,0.0,0.000989962,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497587,0.0,0.000989962,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497588,0.0,0.000789111,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497589,0.0,0.001709626,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497590,0.0,0.001709626,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497591,0.0,0.0006985045,0.005,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497592,0.0,0.0006985045,0.005,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497593,0.005,0.0007237145,0.0,0.0035448670387268066,0.0035442709922790527,192.5,95.0
1650497594,0.0,0.001416482,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497595,0.0,0.000853864,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497596,0.0,0.000853864,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
1650497597,0.0,0.0004708145,0.0,0.0035448670387268066,0.0035442709922790527,0.0,0.0
