timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650480718,0.0,0.0008225005,0.0,0.0034758448600769043,0.003475397825241089,8598.0,95.0
1650480719,0.0,0.0008225005,0.0,0.0034758448600769043,0.003475397825241089,8598.0,95.0
1650480720,0.0,0.00087571,0.0,0.0034758448600769043,0.003475397825241089,961.0,0.0
1650480721,0.0,0.00087571,0.0,0.0034758448600769043,0.003475397825241089,961.0,0.0
1650480722,0.0,0.0007009535,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480723,0.0,0.0007009535,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480724,0.0,0.0008867125,0.0,0.0034758448600769043,0.003475397825241089,42.0,0.0
1650480725,0.0,0.001490012,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480726,0.0,0.001490012,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480727,0.0,0.0010308315,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480728,0.0,0.0010308315,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480729,0.0,0.0006529145,0.0,0.0034758448600769043,0.003475397825241089,192.5,95.0
1650480730,0.01,0.000868503,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480731,0.0,0.001078027,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480732,0.0,0.001078027,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480733,0.0,0.0008252665,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480734,0.0,0.001055588,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480735,0.0,0.001055588,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480736,0.0,0.000861929,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480737,0.0,0.000861929,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480738,0.0,0.0008076835,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480739,0.0,0.001886405,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480740,0.0,0.001886405,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480741,0.0,0.000700191,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480742,0.0,0.001477878,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480743,0.0,0.001477878,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480744,0.0,0.000668337,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480745,0.0,0.000785377,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480746,0.0,0.000785377,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480747,0.0,0.000590686,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480748,0.0,0.000590686,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480749,0.0,0.001114947,0.0,0.0034758448600769043,0.003475397825241089,192.5,95.0
1650480750,0.0,0.001114947,0.0,0.0034758448600769043,0.003475397825241089,192.5,95.0
1650480751,0.0,0.000737701,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480752,0.0,0.000790285,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480753,0.0,0.001499122,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480754,0.0,0.001499122,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480755,0.0,0.0005594445,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480756,0.01,0.000926176,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480757,0.01,0.000926176,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480758,0.0,0.0010413455,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480759,0.0,0.001545038,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480760,0.0,0.001545038,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480761,0.0,0.0005882745,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480762,0.0,0.00165076,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480763,0.0,0.00165076,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480764,0.0,0.000479628,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480765,0.0,0.001260478,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480766,0.0,0.001260478,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480767,0.0,0.0005956365,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480768,0.01,0.001330824,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480769,0.0,0.001381309,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480770,0.0,0.001381309,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480771,0.0,0.00062545,0.005,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480772,0.0,0.001549912,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480773,0.0,0.001549912,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480774,0.0,0.0007619345,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480775,0.0,0.0007619345,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480776,0.0,0.0007176755,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480777,0.0,0.0007176755,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480778,0.0,0.0008544485,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480779,0.0,0.0008544485,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480780,0.005,0.0081905265,0.0,0.003476768732070923,0.0034763216972351074,2021.0,2989.0
1650480781,0.0,0.001339318,0.0,0.003476768732070923,0.0034763216972351074,0.0,0.0
1650480782,0.0,0.001339318,0.0,0.003476768732070923,0.0034763216972351074,0.0,0.0
1650480783,0.0,0.0007286265,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480784,0.0,0.0007286265,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480785,0.0,0.0007076045,0.0,0.0034758448600769043,0.003475397825241089,147.0,147.0
1650480786,0.0,0.001235314,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480787,0.0,0.001235314,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480788,0.0,0.0007404705,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480789,0.0,0.001012691,0.0,0.0034758448600769043,0.003475397825241089,385.0,190.0
1650480790,0.0,0.000843869,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480791,0.0,0.001195102,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480792,0.0,0.001487283,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480793,0.0,0.001487283,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480794,0.0,0.0007009125,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480795,0.0,0.0007009125,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480796,0.005,0.000632236,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480797,0.0,0.001969429,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480798,0.0,0.000974274,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480799,0.0,0.000974274,0.0,0.0034758448600769043,0.003475397825241089,0.0,0.0
1650480800,0.0,0.000741378,0.0,0.0034758448600769043,0.003475397825241089,192.5,95.0
