timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650480718,0.0,0.001285877,0.0,0.0029352307319641113,0.0029346346855163574,2471.0,0.0
1650480719,0.0,0.001285877,0.0,0.0029352307319641113,0.0029346346855163574,2471.0,0.0
1650480720,0.0,0.000962422,0.0,0.0029352307319641113,0.0029346346855163574,7650.5,0.0
1650480721,0.0,0.000962422,0.0,0.0029352307319641113,0.0029346346855163574,7650.5,0.0
1650480722,0.0,0.000694457,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480723,0.0,0.000742476,0.0,0.0029352307319641113,0.0029346346855163574,84.0,0.0
1650480724,0.0,0.000742476,0.0,0.0029352307319641113,0.0029346346855163574,84.0,0.0
1650480725,0.0,0.000584643,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480726,0.0,0.00144649,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480727,0.0,0.00144649,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480728,0.0,0.000643059,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480729,0.0,0.000643059,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480730,0.0,0.0005561625,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480731,0.0,0.001459179,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480732,0.0,0.001459179,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480733,0.0,0.0006607415,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480734,0.0,0.000790251,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480735,0.0,0.000790251,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480736,0.0,0.000991933,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480737,0.0,0.000931278,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
1650480738,0.0,0.001109338,0.0,0.0029352307319641113,0.0029346346855163574,0.0,0.0
